timestamp,day_of_week,location,text_content,engagement_rate,keywords
2024-05-04 01:07:29,Saturday,"Mexico City, Mexico",has anyone else experienced software bugs with googles nest hub worth every penny reviewsite brandsupport health deal,0.08705,"['experience', 'software', 'bug']"
2024-05-04 02:31:57,Saturday,"Dubai, UAE",just saw an ad for pepsi pepsi wild cherry during the fallcollection does the job premium discount reviews,0.34903,"['wild', 'cherry', 'pepsi']"
2024-05-04 05:39:12,Saturday,"Madrid, Spain",just tried the drifit from nike returning it asap newrelease promo tech let me know what you think,0.02118,"['nike', 'return', 'promo']"
2024-05-04 07:52:44,Saturday,"Chicago, USA",not sure why with my new yeezy from adidas disappointed with the quality trending premium,0.13593,"['new', 'yeezy', 'adida']"
2024-05-04 12:11:59,Saturday,"Johannesburg, South Africa",samsung newyearnewyou is fantastic cant wait to see whats coming next promo customerservice food curious about your experience too,0.08587,"['samsung', 'newyearnewyou', 'come']"
2024-05-04 14:02:18,Saturday,"Toronto, Canada",just saw an ad for toyota highlander during the powerrelease exceeded my expectations musthave affordable,0.05784,"['toyota', 'highlander', 'powerrelease']"
2024-05-04 17:41:47,Saturday,Singapore,my six months review of pepsi pepsi zero sugar not worth the money sustainable curious about your experience too,0.0547,"['sustainable', 'month', 'review']"
2024-05-04 21:47:23,Saturday,Singapore,just tried the highlander from toyota worth every penny bestvalue eco innovation let me know what you think,0.66464,"['toyota', 'worth', 'eco']"
2024-05-05 03:25:55,Sunday,"Cairo, Egypt",just saw an ad for adidas nmd during the localtouchpoints worth every penny discount fashion,0.02718,"['adida', 'nmd', 'localtouchpoint']"
2024-05-05 09:34:45,Sunday,"Milan, Italy",comparing microsoft surface duo to the competition as expected musthave premium productlaunch curious about your experience too,0.0178,"['compare', 'microsoft', 'surface']"
2024-05-05 14:22:58,Sunday,"Osaka, Japan",comparing cocacola coke zero to the competition wouldnt recommend specialoffer food fitness let me know what you think,0.07017,"['cocacola', 'coke', 'zero']"
2024-05-05 17:00:37,Sunday,"Rio de Janeiro, Brazil",confused about with my new iphone 15 from apple wouldnt recommend trending let me know what you think,0.47396,"['new', 'iphone', 'recommend']"
2024-05-05 17:56:05,Sunday,"Seoul, South Korea",has anyone else experienced battery problems with samsungs galaxy s25 returning it asap trendsetter travel,0.04513,"['experience', 'battery', 'problem']"
2024-05-05 22:04:04,Sunday,"Los Angeles, USA",just unboxed my new cocacola vanilla from cocacola not worth the money super excited food,0.11998,"['new', 'cocacola', 'vanilla']"
2024-05-05 23:59:25,Sunday,"Sydney, Australia",attended the adidas customerfirst event yesterday had issues with it trending limited fashion would love to get your feedback,0.55963,"['adida', 'customerfirst', 'event']"
2024-05-06 19:13:03,Monday,"Johannesburg, South Africa",cocacola backtoschool is impressive cant wait to see whats coming next affordable fashion sustainable would love to get your feedback,0.22381,"['cocacola', 'backtoschool', 'what', 's']"
2024-05-06 20:38:15,Monday,"Cairo, Egypt",just tried the galaxy s25 from samsung disappointed with the quality quality fashion fitness curious about your experience too,0.3488,"['samsung', 'disappoint', 'fitness']"
2024-05-06 22:59:53,Monday,"Mumbai, India",comparing microsoft surface laptop to the competition exceeded my expectations affordable bestvalue curious about your experience too,0.30225,"['compare', 'microsoft', 'surface']"
2024-05-07 04:59:05,Tuesday,"Osaka, Japan",just saw an ad for nike flyknit during the summerdreams highly recommend lifestyle specialoffer premium,0.10635,"['nike', 'flyknit', 'specialoffer']"
2024-05-07 20:26:46,Tuesday,"São Paulo, Brazil",just unboxed my new sprite from cocacola worth every penny cannot believe food bestvalue would love to get your feedback,0.04942,"['new', 'sprite', 'cocacola']"
2024-05-08 03:44:38,Wednesday,"Chicago, USA",just tried the fanta from cocacola its okay food newrelease bestvalue really interested in hearing your thoughts,0.06197,"['food', 'newrelease', 'bestvalue']"
2024-05-08 10:20:04,Wednesday,"Dubai, UAE",just saw an ad for toyota tacoma during the newyearnewyou had issues with it newrelease fashion,0.07862,"['toyota', 'tacoma', 'fashion']"
2024-05-09 03:01:05,Thursday,"Shanghai, China",just unboxed my new tacoma from toyota best purchase ever bummed out health limited promo,0.06371,"['new', 'tacoma', 'limit']"
2024-05-09 03:12:53,Thursday,Singapore,comparing toyota prius to the competition wouldnt recommend lifestyle affordable beauty let me know what you think,0.07849,"['compare', 'toyota', 'prius']"
2024-05-09 11:04:27,Thursday,"Seoul, South Korea",just unboxed my new stan smith from adidas exceeded my expectations fed up fashion specialoffer,0.03283,"['new', 'stan', 'smith']"
2024-05-09 14:35:20,Thursday,"Toronto, Canada",has anyone else experienced delivery delays with toyotas highlander mixed feelings about it trendsetter retailsupport food,0.07229,"['experience', 'delivery', 'delay']"
2024-05-09 19:50:44,Thursday,"Paris, France",has anyone else experienced customer service with googles nest hub had issues with it reviewsite fitness fashion tech,0.8912,"['experience', 'customer', 'service']"
2024-05-09 21:06:21,Thursday,"Cairo, Egypt",just tried the xbox elite controller from microsoft highly recommend reviews innovation let me know what you think,0.07469,"['xbox', 'elite', 'controller']"
2024-05-10 02:39:02,Friday,"Melbourne, Australia",my one week review of nike air max worth every penny reviews specialoffer customerservice curious about your experience too,0.48235,"['review', 'review', 'air', 'max']"
2024-05-10 03:17:30,Friday,"Munich, Germany",my one month review of adidas superstar had issues with it innovation newrelease let me know what you think,0.21754,"['month', 'review', 'adida']"
2024-05-10 07:52:46,Friday,"Cairo, Egypt",my one year review of nike air max not worth the money beauty really interested in hearing your thoughts,10.6627,"['year', 'review', 'air']"
2024-05-10 09:52:12,Friday,"Johannesburg, South Africa",just tried the galaxy watch from samsung wouldnt recommend limited would love to get your feedback,1.20227,"['galaxy', 'watch', 'would', 'not']"
2024-05-10 09:58:55,Friday,"Rome, Italy",just saw an ad for toyota tundra during the newyearnewyou highly recommend deal really interested in hearing your thoughts,0.01982,"['toyota', 'tundra', 'highly']"
2024-05-10 09:59:36,Friday,"Rome, Italy",has anyone else experienced software bugs with samsungs galaxy tab worth every penny brandceo deal fitness reviews,0.10044,"['experience', 'software', 'bug']"
2024-05-10 12:17:07,Friday,"Melbourne, Australia",just saw an ad for adidas samba during the customerfirst absolutely loving it health really interested in hearing your thoughts,0.03223,"['adida', 'samba', 'absolutely']"
2024-05-10 15:43:09,Friday,"Lyon, France",whats your opinion about adidass yeezy trendsetter industryexpert lifestyle bestvalue exclusive curious about your experience too,0.04527,"['yeezy', 'bestvalue', 'exclusive']"
2024-05-10 22:30:46,Friday,"Rome, Italy",should i upgrade about apples macbook pro trendsetter sustainable productlaunch would love to get your feedback,0.06237,"['macbook', 'trendsetter', 'sustainable']"
2024-05-10 22:36:31,Friday,"Johannesburg, South Africa",anyone have tips about pepsis pepsi max styleguide trendsetter health trending premium let me know what you think,0.26882,"['health', 'trend', 'premium']"
2024-05-11 09:54:10,Saturday,"Los Angeles, USA",attended the microsoft sustainablefuture event yesterday highly recommend beauty reviews bestvalue curious about your experience too,0.05975,"['sustainablefuture', 'review', 'bestvalue']"
2024-05-11 16:33:10,Saturday,"Los Angeles, USA",just tried the macbook pro from apple disappointed with the quality eco trendalert let me know what you think,0.02374,"['macbook', 'pro', 'disappoint']"
2024-05-11 23:31:06,Saturday,"Milan, Italy",my two days review of google pixel watch returning it asap lifestyle fashion curious about your experience too,0.08003,"['day', 'review', 'pixel']"
2024-05-12 08:58:15,Sunday,"Berlin, Germany",comparing samsung galaxy s25 to the competition best purchase ever trendalert reviews newrelease let me know what you think,0.08134,"['compare', 'samsung', 'galaxy']"
2024-05-12 11:32:04,Sunday,"Vancouver, Canada",just tried the stan smith from adidas not worth the money health musthave would love to get your feedback,0.02534,"['stan', 'smith', 'health']"
2024-05-12 11:51:11,Sunday,"Mumbai, India",my three months review of microsoft surface go had issues with it sale tech eco,0.10205,"['month', 'review', 'microsoft']"
2024-05-12 13:18:03,Sunday,"Beijing, China",confused about with my new sprite from cocacola exceeded my expectations musthave customerservice curious about your experience too,0.15087,"['new', 'sprite', 'exceed']"
2024-05-12 14:51:54,Sunday,"Berlin, Germany",my one week review of pepsi pepsi zero sugar mixed feelings about it discount affordable beauty,0.05522,"['affordable', 'week', 'review']"
2024-05-13 02:42:30,Monday,"London, UK",cannot believe with my new xbox elite controller from microsoft best purchase ever bestvalue really interested in hearing your thoughts,0.04036,"['new', 'xbox', 'elite']"
2024-05-13 05:23:34,Monday,"Sydney, Australia",just saw an ad for google nest hub during the earthday best purchase ever specialoffer,0.04845,"['google', 'nest', 'hub']"
2024-05-13 05:51:58,Monday,"Delhi, India",my three months review of nike epic react highly recommend quality affordable let me know what you think,0.07342,"['month', 'review', 'affordable']"
2024-05-13 06:38:07,Monday,"Delhi, India",cannot believe with my new corolla from toyota worth every penny premium affordable promo really interested in hearing your thoughts,0.29424,"['new', 'corolla', 'worth']"
2024-05-13 09:51:02,Monday,"Houston, USA",whats your opinion about googles nest hub techhelp customerservice limited promo curious about your experience too,0.04808,"['nest', 'limit', 'promo']"
2024-05-13 11:31:00,Monday,"Delhi, India",just unboxed my new rav4 from toyota absolutely loving it sad to report quality travel,0.08902,"['rav', 'new', 'quality']"
2024-05-13 12:14:36,Monday,"Houston, USA",just saw an ad for toyota tundra during the localtouchpoints best purchase ever fitness newrelease,0.73052,"['toyota', 'tundra', 'well']"
2024-05-13 17:40:31,Monday,"Johannesburg, South Africa",anyone have tips about adidass superstar marketingteam influencername trending fitness would love to get your feedback,0.05982,"['superstar', 'influencername', 'trend']"
2024-05-13 18:51:40,Monday,"Barcelona, Spain",just unboxed my new pepsi wild cherry from pepsi highly recommend frustrated lifestyle really interested in hearing your thoughts,0.127,"['pepsi', 'wild', 'frustrate']"
2024-05-13 23:14:27,Monday,"Toronto, Canada",just tried the pixel 8 from google not worth the money health innovation really interested in hearing your thoughts,0.28184,"['money', 'health', 'innovation']"
2024-05-13 23:43:34,Monday,"Mexico City, Mexico",how do i fix about cocacolas diet coke marketingteam deal fashion curious about your experience too,0.01531,"['fashion', 'diet', 'coke']"
2024-05-14 03:32:36,Tuesday,"Sydney, Australia",attended the samsung backtoschool event yesterday exceeded my expectations quality really interested in hearing your thoughts,0.03195,"['backtoschool', 'event', 'yesterday']"
2024-05-14 20:36:46,Tuesday,"Lagos, Nigeria",my one year review of amazon kindle disappointed with the quality affordable productlaunch curious about your experience too,0.07262,"['year', 'review', 'productlaunch']"
2024-05-15 11:30:05,Wednesday,"Dubai, UAE",google summerdreams is outstanding cant wait to see whats coming next trending productlaunch would love to get your feedback,0.03544,"['google', 'summerdream', 'productlaunch']"
2024-05-15 12:13:10,Wednesday,"Milan, Italy",just saw an ad for cocacola coke zero during the launchwave worth every penny trending bestvalue,0.055,"['cocacola', 'coke', 'zero']"
2024-05-15 13:53:27,Wednesday,"Chicago, USA",my six months review of adidas nmd absolutely loving it musthave curious about your experience too,0.05226,"['month', 'review', 'nmd']"
2024-05-15 15:46:14,Wednesday,"New York, USA",my three months review of amazon echo dot highly recommend sale would love to get your feedback,0.03675,"['month', 'review', 'recommend']"
2024-05-15 16:21:46,Wednesday,"Paris, France",just saw an ad for apple macbook pro during the winterwonders not worth the money quality sustainable newrelease,0.04086,"['apple', 'macbook', 'pro']"
2024-05-16 00:25:48,Thursday,"Shanghai, China",just tried the galaxy s25 from samsung worth every penny deal limited health curious about your experience too,0.13526,"['samsung', 'worth', 'limit']"
2024-05-16 02:32:22,Thursday,"Melbourne, Australia",just tried the galaxy z fold from samsung worth every penny travel really interested in hearing your thoughts,0.15118,"['galaxy', 'z', 'fold']"
2024-05-16 02:58:30,Thursday,"Dubai, UAE",how do i fix about cocacolas diet coke trendsetter marketingteam limited promo innovation curious about your experience too,0.2372,"['diet', 'promo', 'innovation']"
2024-05-16 06:09:10,Thursday,"Paris, France",just unboxed my new air force 1 from nike exceeded my expectations sad to report food eco limited,0.06619,"['new', 'air', 'force']"
2024-05-16 10:20:08,Thursday,"Toronto, Canada",my one month review of google pixel buds disappointed with the quality sustainable trendalert trending,0.05508,"['month', 'review', 'pixel']"
2024-05-16 17:09:44,Thursday,"Houston, USA",just unboxed my new sprite from cocacola not worth the money could someone explain travel sale food,0.09395,"['new', 'sprite', 'travel']"
2024-05-17 00:05:16,Friday,"Barcelona, Spain",comparing nike air max to the competition highly recommend newrelease really interested in hearing your thoughts,0.02134,"['nike', 'air', 'max']"
2024-05-17 03:03:08,Friday,Singapore,just unboxed my new cocacola vanilla from cocacola had issues with it feeling let down newrelease eco,0.13878,"['new', 'cocacola', 'vanilla']"
2024-05-17 14:09:52,Friday,"São Paulo, Brazil",has anyone else experienced customer service with microsofts surface pro returning it asap customerservice productteam travel fashion,2.91812,"['experience', 'customer', 'service']"
2024-05-17 18:04:57,Friday,"London, UK",just saw an ad for samsung galaxy tab during the springblast2025 not bad productlaunch deal travel,0.02446,"['samsung', 'galaxy', 'tab']"
2024-05-18 03:50:21,Saturday,"Sydney, Australia",cant contain my excitement with my new nest hub from google wouldnt recommend specialoffer curious about your experience too,0.04701,"['new', 'nest', 'hub']"
2024-05-18 09:00:27,Saturday,"London, UK",just tried the predator from adidas wouldnt recommend musthave let me know what you think,0.24475,"['would', 'not', 'recommend', 'musthave']"
2024-05-18 10:06:53,Saturday,"Houston, USA",has anyone else experienced connectivity issues with apples macbook pro worth every penny brandceo customerservice newrelease reviews,0.10809,"['experience', 'connectivity', 'issue']"
2024-05-18 15:59:22,Saturday,"Melbourne, Australia",has anyone else experienced software bugs with pepsis pepsi lime worth every penny customerservice quality musthave,0.01999,"['software', 'customerservice', 'quality']"
2024-05-18 16:33:11,Saturday,"Paris, France",has anyone else experienced delivery delays with pepsis pepsi max returning it asap brandsupport specialoffer promo,0.06913,"['delivery', 'brandsupport', 'specialoffer']"
2024-05-19 00:40:23,Sunday,Singapore,attended the google loyaltyrewards event yesterday wouldnt recommend beauty travel would love to get your feedback,0.02341,"['loyaltyreward', 'recommend', 'beauty']"
2024-05-19 03:58:55,Sunday,"New York, USA",just unboxed my new coke zero from cocacola exceeded my expectations delighted limited affordable let me know what you think,0.0821,"['new', 'coke', 'zero']"
2024-05-19 10:29:48,Sunday,"Melbourne, Australia",just tried the surface pro from microsoft not worth the money eco curious about your experience too,0.19279,"['surface', 'pro', 'eco']"
2024-05-19 11:03:09,Sunday,"Chicago, USA",toyota customerfirst is outstanding cant wait to see whats coming next beauty premium reviews let me know what you think,0.0372,"['toyota', 'customerfirst', 'come']"
2024-05-20 06:12:33,Monday,"Osaka, Japan",comparing samsung galaxy z fold to the competition wouldnt recommend trendalert customerservice let me know what you think,0.02989,"['samsung', 'galaxy', 'z']"
2024-05-20 09:43:21,Monday,"Berlin, Germany",my one week review of apple ipad air returning it asap exclusive fashion lifestyle curious about your experience too,0.00576,"['week', 'review', 'lifestyle']"
2024-05-20 12:25:29,Monday,"Dubai, UAE",just saw an ad for nike air jordan during the fallcollection had issues with it travel fitness innovation,0.43924,"['nike', 'air', 'jordan']"
2024-05-20 13:03:06,Monday,"Lagos, Nigeria",comparing amazon echo dot to the competition had issues with it productlaunch tech lifestyle let me know what you think,0.03406,"['amazon', 'echo', 'dot']"
2024-05-21 02:15:02,Tuesday,"Rome, Italy",just unboxed my new zoom pegasus from nike highly recommend fed up sustainable promo would love to get your feedback,0.19913,"['new', 'zoom', 'pegasus']"
2024-05-21 06:36:29,Tuesday,"Los Angeles, USA",just saw an ad for google nest thermostat during the holidayspecial exceeded my expectations travel discount,0.07313,"['google', 'nest', 'thermostat']"
2024-05-21 07:02:49,Tuesday,"Lyon, France",just unboxed my new crystal pepsi from pepsi not bad frustrated affordable sale limited really interested in hearing your thoughts,0.64541,"['new', 'crystal', 'pepsi']"
2024-05-21 07:09:46,Tuesday,"Lagos, Nigeria",my one month review of samsung galaxy watch absolutely loving it productlaunch sale lifestyle would love to get your feedback,0.09281,"['month', 'review', 'absolutely']"
2024-05-21 11:43:19,Tuesday,"Shanghai, China",pepsi sustainablefuture is outstanding cant wait to see whats coming next promo fashion sustainable let me know what you think,0.75313,"['pepsi', 'sustainablefuture', 'come']"
2024-05-21 15:06:10,Tuesday,"Rio de Janeiro, Brazil",just saw an ad for nike air force 1 during the blackfriday as expected premium tech,0.05239,"['nike', 'air', 'force']"
2024-05-21 15:38:16,Tuesday,"Sydney, Australia",my three months review of microsoft surface laptop disappointed with the quality reviews promo would love to get your feedback,0.01828,"['month', 'review', 'quality', 'review']"
2024-05-21 18:25:13,Tuesday,"Beijing, China",my three months review of toyota corolla returning it asap limited would love to get your feedback,0.06677,"['month', 'review', 'corolla']"
2024-05-21 20:11:58,Tuesday,"Madrid, Spain",attended the nike backtoschool event yesterday not worth the money sale innovation let me know what you think,0.10435,"['backtoschool', 'event', 'yesterday']"
2024-05-22 01:25:54,Wednesday,"Osaka, Japan",attended the microsoft digitaltransformation event yesterday had issues with it lifestyle sustainable curious about your experience too,0.0713,"['microsoft', 'digitaltransformation', 'event']"
2024-05-22 01:38:22,Wednesday,"Barcelona, Spain",should i upgrade about toyotas rav4  newrelease exclusive trendalert would love to get your feedback,0.05076,"['rav', 'newrelease', 'exclusive']"
2024-05-22 02:43:34,Wednesday,"Sydney, Australia",comparing apple imac to the competition disappointed with the quality beauty would love to get your feedback,0.53391,"['compare', 'apple', 'imac']"
2024-05-22 03:09:54,Wednesday,"Beijing, China",just tried the surface go from microsoft not bad eco lifestyle productlaunch curious about your experience too,0.06327,"['eco', 'lifestyle', 'productlaunch']"
2024-05-22 06:32:48,Wednesday,"Chicago, USA",just tried the pepsi wild cherry from pepsi absolutely loving it affordable trending curious about your experience too,0.09974,"['absolutely', 'pepsi', 'wild']"
2024-05-22 09:13:31,Wednesday,"Houston, USA",comparing apple vision pro to the competition disappointed with the quality limited eco let me know what you think,0.03818,"['compare', 'apple', 'vision']"
2024-05-22 09:22:47,Wednesday,"Cairo, Egypt",amazon backtoschool is acceptable cant wait to see whats coming next innovation food discount let me know what you think,0.40629,"['amazon', 'backtoschool', 'come']"
2024-05-22 13:26:53,Wednesday,"Lyon, France",confused about with my new pixel tablet from google disappointed with the quality trending would love to get your feedback,0.09431,"['new', 'pixel', 'tablet']"
2024-05-22 13:27:19,Wednesday,"Mexico City, Mexico",loving it with my new cocacola vanilla from cocacola best purchase ever trending would love to get your feedback,0.16416,"['cocacola', 'well', 'purchase']"
2024-05-22 16:29:55,Wednesday,"Milan, Italy",whats your opinion about pepsis diet pepsi  specialoffer trending promo let me know what you think,0.02912,"['promo', 'pepsis', 'pepsi', 'specialoffer']"
2024-05-22 17:27:10,Wednesday,"Vancouver, Canada",just unboxed my new epic react from nike had issues with it sad to report trending,0.03774,"['new', 'epic', 'react']"
2024-05-23 00:38:08,Thursday,"Berlin, Germany",whats your opinion about amazons kindle trendsetter premium innovation sale really interested in hearing your thoughts,0.22292,"['kindle', 'premium', 'innovation']"
2024-05-23 01:51:27,Thursday,"Shanghai, China",just unboxed my new corolla from toyota wouldnt recommend frustrated specialoffer sale limited would love to get your feedback,0.19428,"['new', 'corolla', 'would', 'not']"
2024-05-23 03:55:14,Thursday,"Mumbai, India",comparing adidas yeezy to the competition worth every penny travel bestvalue curious about your experience too,0.10533,"['compare', 'adida', 'yeezy']"
2024-05-23 13:11:06,Thursday,"Rome, Italy",just tried the fanta from cocacola worth every penny beauty quality curious about your experience too,0.03124,"['cocacola', 'worth', 'beauty']"
2024-05-23 15:43:44,Thursday,"Munich, Germany",just tried the pepsi max from pepsi as expected reviews bestvalue eco let me know what you think,0.02942,"['pepsi', 'max', 'bestvalue']"
2024-05-23 21:29:35,Thursday,"Lagos, Nigeria",my six months review of microsoft surface pro its okay exclusive sale customerservice would love to get your feedback,0.14252,"['month', 'review', 'sale']"
2024-05-23 22:30:59,Thursday,"Mexico City, Mexico",just unboxed my new air jordan from nike absolutely loving it could someone explain innovation quality deal,0.03921,"['new', 'air', 'jordan']"
2024-05-24 02:00:31,Friday,"Paris, France",just saw an ad for google nest thermostat during the summersale disappointed with the quality fitness,0.25352,"['google', 'nest', 'thermostat']"
2024-05-24 07:11:24,Friday,Singapore,attended the google sustainablefuture event yesterday best purchase ever musthave lifestyle would love to get your feedback,0.26242,"['sustainablefuture', 'event', 'yesterday']"
2024-05-24 17:21:37,Friday,Singapore,has anyone else experienced software bugs with cocacolas coke zero exceeded my expectations celebrityname affordable musthave,0.22611,"['experience', 'software', 'bug']"
2024-05-25 03:02:36,Saturday,"Melbourne, Australia",just saw an ad for pepsi crystal pepsi during the backtoschool wouldnt recommend customerservice lifestyle limited,0.0493,"['pepsi', 'crystal', 'lifestyle']"
2024-05-25 07:11:32,Saturday,"Sydney, Australia",just saw an ad for toyota sienna during the cybermonday exceeded my expectations fashion let me know what you think,0.09451,"['toyota', 'sienna', 'cybermonday']"
2024-05-25 21:01:37,Saturday,"Osaka, Japan",cannot believe with my new pixel tablet from google had issues with it innovation lifestyle,0.29659,"['new', 'pixel', 'tablet']"
2024-05-25 22:33:21,Saturday,"Lagos, Nigeria",anyone have tips about nikes flyknit influencername promo let me know what you think,0.0746,"['flyknit', 'influencername', 'promo']"
2024-05-26 00:26:31,Sunday,"Madrid, Spain",my two days review of pepsi diet pepsi returning it asap deal tech would love to get your feedback,0.13663,"['day', 'review', 'pepsi']"
2024-05-26 07:35:15,Sunday,"Lagos, Nigeria",cocacola winterwonders is disappointing cant wait to see whats coming next promo newrelease let me know what you think,0.10155,"['cocacola', 'winterwonder', 'what', 's']"
2024-05-26 11:29:02,Sunday,"Cairo, Egypt",just saw an ad for samsung galaxy buds during the earthday worth every penny eco customerservice bestvalue,0.02938,"['samsung', 'galaxy', 'bud']"
2024-05-26 13:04:10,Sunday,"Johannesburg, South Africa",any advice about googles pixel buds marketingteam celebrityname fitness curious about your experience too,0.35282,"['fitness', 'pixel', 'bud']"
2024-05-26 16:11:18,Sunday,"Manchester, UK",so happy with my new drifit from nike worth every penny fitness lifestyle would love to get your feedback,0.49113,"['new', 'drifit', 'nike']"
2024-05-26 17:37:37,Sunday,"Los Angeles, USA",could someone explain with my new flyknit from nike wouldnt recommend trending productlaunch affordable let me know what you think,0.20819,"['new', 'flyknit', 'would', 'not']"
2024-05-26 20:52:16,Sunday,"New York, USA",just unboxed my new yeezy from adidas worth every penny cannot believe trendalert specialoffer fashion,0.03955,"['new', 'yeezy', 'worth']"
2024-05-27 01:41:06,Monday,"Dubai, UAE",attended the adidas newyearnewyou event yesterday returning it asap lifestyle curious about your experience too,0.11427,"['newyearnewyou', 'event', 'yesterday']"
2024-05-27 02:05:39,Monday,"Vancouver, Canada",just unboxed my new surface go from microsoft absolutely loving it bummed out productlaunch lifestyle premium,0.05205,"['new', 'surface', 'lifestyle']"
2024-05-27 04:16:44,Monday,"Vancouver, Canada",samsung earthday is amazing cant wait to see whats coming next health let me know what you think,0.0882,"['samsung', 'earthday', 'let']"
2024-05-27 09:38:50,Monday,"Rio de Janeiro, Brazil",attended the pepsi localtouchpoints event yesterday does the job fashion musthave really interested in hearing your thoughts,0.06414,"['pepsi', 'localtouchpoint', 'event']"
2024-05-27 10:15:29,Monday,"Melbourne, Australia",my three months review of microsoft xbox series x does the job customerservice food health,0.01782,"['month', 'review', 'xbox']"
2024-05-27 10:46:09,Monday,"Lagos, Nigeria",my one week review of pepsi pepsi max disappointed with the quality trendalert let me know what you think,0.04739,"['trendalert', 'week', 'review']"
2024-05-27 14:18:45,Monday,"New York, USA",just tried the airpods pro from apple mixed feelings about it limited premium let me know what you think,0.17175,"['airpod', 'pro', 'premium']"
2024-05-27 23:32:39,Monday,"Madrid, Spain",has anyone else experienced customer service with adidass superstar its okay reviewsite customerservice promo sustainable fashion,0.04995,"['experience', 'customer', 'service']"
2024-05-28 02:35:26,Tuesday,"Los Angeles, USA",has anyone else experienced connectivity issues with cocacolas fanta disappointed with the quality  fitness innovation,0.07471,"['experience', 'connectivity', 'issue']"
2024-05-28 07:05:57,Tuesday,"New York, USA",how do i fix about samsungs galaxy tab techhelp bestvalue really interested in hearing your thoughts,0.07411,"['galaxy', 'tab', 'techhelp']"
2024-05-28 18:05:01,Tuesday,"Mexico City, Mexico",my six months review of microsoft xbox series x best purchase ever lifestyle premium would love to get your feedback,0.05827,"['month', 'review', 'well']"
2024-05-28 20:15:24,Tuesday,"Berlin, Germany",cannot believe with my new samba from adidas absolutely loving it trending promo really interested in hearing your thoughts,0.06854,"['new', 'samba', 'absolutely']"
2024-05-29 00:27:18,Wednesday,"Milan, Italy",google summersale is excellent cant wait to see whats coming next eco curious about your experience too,0.05905,"['google', 'summersale', 'curious']"
2024-05-29 12:24:52,Wednesday,"Johannesburg, South Africa",confused about with my new xbox series x from microsoft not worth the money customerservice quality lifestyle,0.1059,"['xbox', 'series', 'x']"
2024-05-29 13:15:57,Wednesday,"Rio de Janeiro, Brazil",just saw an ad for pepsi pepsi max during the loyaltyrewards worth every penny reviews,0.0864,"['pepsi', 'max', 'worth']"
2024-05-29 14:43:40,Wednesday,"Houston, USA",has anyone else experienced battery problems with microsofts surface laptop not worth the money productteam trendalert,0.69417,"['experience', 'battery', 'problem']"
2024-05-29 19:00:29,Wednesday,"Madrid, Spain",has anyone else experienced delivery delays with adidass superstar best purchase ever  customerservice would love to get your feedback,0.11026,"['experience', 'delivery', 'delay']"
2024-05-29 21:06:43,Wednesday,"Houston, USA",any advice about toyotas highlander competitorbrand brandceo deal curious about your experience too,0.06144,"['highlander', 'brandceo', 'deal']"
